analysis,phase,model,strategy,source_id,matrix_family,band_id,snr,metric,outcome,estimate,seed_sd,seed_n,patient_ci_low,patient_ci_high,n_bootstrap,n_invalid,noise_sd,random_matrix_sd
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,10,ece,structure_effect,0.01706448071887232,0.004459788988092916,3,0.00997054324168555,0.024357658679058033,64,0,0.007185853553377648,
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,10,macro_auroc,electrode_absolute,0.9106008996158074,0.009610072818631236,3,0.8699923723838511,0.946441127562075,64,0,0.003312979865027564,
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,10,macro_auroc,electrode_drop,0.012370515249089338,0.003766078081702947,3,0.005175006295064233,0.021482401748074993,64,0,0.0033129798650275498,
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,10,macro_auroc,independent_rms_absolute,0.915942271708828,0.009710464238170258,3,0.8726350470767732,0.9508664824023711,64,0,0.0032224553438422064,
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,10,macro_auroc,independent_rms_drop,0.007029143156068729,0.003966035157275054,3,0.0025211001554309577,0.011905132431373897,64,0,0.0032224553438422393,
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,10,macro_auroc,structure_effect,-0.005341372093020608,0.0007490215012972967,3,-0.010463944186442116,-0.0012104795199830013,64,0,0.0022957306271762876,
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,10,macro_f1,electrode_absolute,0.6979487329430175,0.02178359160226343,3,0.6034244847066854,0.7674469639707772,64,0,0.004445884516704193,
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,10,macro_f1,electrode_drop,0.04383219782570871,0.016087489843987668,3,0.014063247668908842,0.06879417439575813,64,0,0.004445884516704207,
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,10,macro_f1,independent_rms_absolute,0.7160403346851902,0.029386799042785912,3,0.6281385135411506,0.7857141167709042,64,0,0.005202839059773268,
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,10,macro_f1,independent_rms_drop,0.025740596083535985,0.02243699288753997,3,0.002617863620260612,0.044700660636505386,64,0,0.00520283905977327,
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,10,macro_f1,structure_effect,-0.018091601742172725,0.00794608537524987,3,-0.032725306389082054,-0.005401138869688838,64,0,0.006775446691713003,
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,ece,electrode_absolute,0.20359145710064888,0.020640103207190782,3,0.19522476867468222,0.24425847615308602,64,0,0.0007942201208274417,
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,ece,electrode_drop,-0.11816346985080124,0.02206769623447927,3,-0.1571615969957633,-0.06974662474322235,64,0,0.0007942201208274417,
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,ece,independent_rms_absolute,0.1786262189236829,0.006311169559246008,3,0.17456802674267688,0.21887751380982426,64,0,0.003249279254130738,
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,ece,independent_rms_drop,-0.09319823167383527,0.0009365276455022518,3,-0.13241980392553684,-0.0540557239381909,64,0,0.003249279254130734,
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,ece,structure_effect,0.024965238176965995,0.02118338837264222,3,0.014950940349364504,0.03104512489666591,64,0,0.0033983156360962627,
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,macro_auroc,electrode_absolute,0.8388733711760891,0.015829031601271956,3,0.800971317346812,0.8805376252003462,64,0,0.009180884411991788,
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,macro_auroc,electrode_drop,0.08409804368880759,0.010060619653840917,3,0.05384153709721955,0.11207958854984933,64,0,0.009180884411991821,
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,macro_auroc,independent_rms_absolute,0.8563706193246411,0.009506227935665294,3,0.8208178901825927,0.8968882370392398,64,0,0.006358518202684854,
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,macro_auroc,independent_rms_drop,0.06660079554025548,0.005871877195607959,3,0.04074465863847267,0.08489535293698604,64,0,0.0063585182026848356,
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,macro_auroc,structure_effect,-0.017497248148552125,0.008631251979023315,3,-0.02907629740888543,-0.0076167234991096075,64,0,0.010395225432745833,
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,macro_f1,electrode_absolute,0.49062254331890015,0.018149320606789036,3,0.41718244351312034,0.5576170915258066,64,0,0.012885489955408072,
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,macro_f1,electrode_drop,0.25115838744982605,0.01930860677678996,3,0.1899369491871174,0.3160940822844408,64,0,0.012885489955408053,
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,macro_f1,independent_rms_absolute,0.5481477794352636,0.018045669060326876,3,0.4651834892030653,0.6226030168914072,64,0,0.010430648469807284,
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,macro_f1,independent_rms_drop,0.1936331513334625,0.02277310408766333,3,0.13587777414363206,0.23855911252046563,64,0,0.010430648469807286,
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,macro_f1,structure_effect,-0.05752523611636349,0.007551846494573365,3,-0.0893826998116003,-0.040565800343754004,64,0,0.013550301263526387,
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,ece,electrode_absolute,0.10917322112255966,0.008809297967322039,3,0.11770856428593326,0.1473216528577549,64,0,0.0033315060946549403,
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,ece,electrode_drop,-0.023745233872712018,0.0046258206046514054,3,-0.038335781256332316,-0.011028209953844464,64,0,0.0033315060946549424,
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,ece,independent_rms_absolute,0.09814037204432406,0.00403598269450778,3,0.10734881233848984,0.14018065087721948,64,0,0.002063206183513899,
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,ece,independent_rms_drop,-0.01271238479447642,0.004087681155082554,3,-0.025236002634183897,-0.002733724545851903,64,0,0.0020632061835138995,
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,ece,structure_effect,0.011032849078235598,0.004774922425821404,3,0.004757877453283637,0.017063536380553943,64,0,0.002755178259359632,
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,macro_auroc,electrode_absolute,0.9136144586757152,0.010147159069629078,3,0.8712712501961121,0.9490926502782224,64,0,0.004545372126868704,
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,macro_auroc,electrode_drop,0.00935695618918137,0.004291494366174941,3,0.0019812807861283683,0.015182380590617927,64,0,0.004545372126868716,
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,macro_auroc,independent_rms_absolute,0.9149740949538905,0.007441169525072088,3,0.8706431885154539,0.9508569387044645,64,0,0.0023519338027190024,
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,macro_auroc,independent_rms_drop,0.007997319911006181,0.0023063910951271094,3,0.002548343864729929,0.013629229162590469,64,0,0.002351933802718973,
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,macro_auroc,structure_effect,-0.0013596362781751904,0.003686677912925746,3,-0.0049249577988582476,0.002004105315673672,64,0,0.006441634501538498,
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,macro_f1,electrode_absolute,0.7028547376309066,0.027289161871293495,3,0.625117355892172,0.7766198027132759,64,0,0.009158222711863532,
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,macro_f1,electrode_drop,0.0389261931378197,0.024677628948514246,3,0.011461048872697764,0.062466994012964995,64,0,0.009158222711863553,
