analysis,phase,model,strategy,source_id,matrix_family,band_id,snr,metric,outcome,seed,value,n_noise,n_matrices
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,macro_auroc,electrode_absolute,29,0.8979311645909595,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,macro_auroc,electrode_absolute,43,0.8996924256180817,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,macro_auroc,electrode_drop,17,0.01568077904666539,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,macro_auroc,electrode_drop,29,0.00998009683348953,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,macro_auroc,electrode_drop,43,0.00900820021263373,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,macro_auroc,independent_rms_absolute,17,0.8947403976793465,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,macro_auroc,independent_rms_absolute,29,0.8995502682052511,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,macro_auroc,independent_rms_absolute,43,0.9013520344522458,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,macro_auroc,independent_rms_drop,17,0.012151901638999207,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,macro_auroc,independent_rms_drop,29,0.00836099321919794,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,macro_auroc,independent_rms_drop,43,0.007348591378469623,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,macro_auroc,structure_effect,17,-0.003528877407666183,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,macro_auroc,structure_effect,29,-0.0016191036142915911,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,macro_auroc,structure_effect,43,-0.0016596088341641058,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,macro_f1,electrode_absolute,17,0.6805898247639489,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,macro_f1,electrode_absolute,29,0.6920268910416306,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,macro_f1,electrode_absolute,43,0.7015619855425818,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,macro_f1,electrode_drop,17,0.031291687821793555,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,macro_f1,electrode_drop,29,0.030231264362141703,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,macro_f1,electrode_drop,43,0.017505838045213124,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,macro_f1,independent_rms_absolute,17,0.6877007495730897,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,macro_f1,independent_rms_absolute,29,0.6994371399863994,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,macro_f1,independent_rms_absolute,43,0.7070051984369897,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,macro_f1,independent_rms_drop,17,0.024180763012652724,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,macro_f1,independent_rms_drop,29,0.022821015417372876,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,macro_f1,independent_rms_drop,43,0.01206262515080512,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,macro_f1,structure_effect,17,-0.007110924809140828,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,macro_f1,structure_effect,29,-0.007410248944768827,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,macro_f1,structure_effect,43,-0.0054432128944080045,6,1
band,phase1,resnet,clean_only,band_15_40,standard,band_15_40,0,ece,electrode_absolute,17,0.1456561420799665,6,1
band,phase1,resnet,clean_only,band_15_40,standard,band_15_40,0,ece,electrode_absolute,29,0.09311401041865121,6,1
band,phase1,resnet,clean_only,band_15_40,standard,band_15_40,0,ece,electrode_absolute,43,0.0939002720779593,6,1
band,phase1,resnet,clean_only,band_15_40,standard,band_15_40,0,ece,electrode_drop,17,-0.0912463267215145,6,1
band,phase1,resnet,clean_only,band_15_40,standard,band_15_40,0,ece,electrode_drop,29,-0.05475998285125142,6,1
band,phase1,resnet,clean_only,band_15_40,standard,band_15_40,0,ece,electrode_drop,43,-0.04572301514587577,6,1
band,phase1,resnet,clean_only,band_15_40,standard,band_15_40,0,ece,independent_rms_absolute,17,0.13413889947341143,6,1
band,phase1,resnet,clean_only,band_15_40,standard,band_15_40,0,ece,independent_rms_absolute,29,0.10504527472967307,6,1
band,phase1,resnet,clean_only,band_15_40,standard,band_15_40,0,ece,independent_rms_absolute,43,0.07537084050657215,6,1
band,phase1,resnet,clean_only,band_15_40,standard,band_15_40,0,ece,independent_rms_drop,17,-0.07972908411495945,6,1
band,phase1,resnet,clean_only,band_15_40,standard,band_15_40,0,ece,independent_rms_drop,29,-0.06669124716227327,6,1
band,phase1,resnet,clean_only,band_15_40,standard,band_15_40,0,ece,independent_rms_drop,43,-0.027193583574488634,6,1
band,phase1,resnet,clean_only,band_15_40,standard,band_15_40,0,ece,structure_effect,17,0.011517242606555067,6,1
band,phase1,resnet,clean_only,band_15_40,standard,band_15_40,0,ece,structure_effect,29,-0.011931264311021837,6,1
band,phase1,resnet,clean_only,band_15_40,standard,band_15_40,0,ece,structure_effect,43,0.018529431571387135,6,1
band,phase1,resnet,clean_only,band_15_40,standard,band_15_40,0,macro_auroc,electrode_absolute,17,0.8230917174536176,6,1
band,phase1,resnet,clean_only,band_15_40,standard,band_15_40,0,macro_auroc,electrode_absolute,29,0.8500749352620635,6,1
band,phase1,resnet,clean_only,band_15_40,standard,band_15_40,0,macro_auroc,electrode_absolute,43,0.8514297902036008,6,1
band,phase1,resnet,clean_only,band_15_40,standard,band_15_40,0,macro_auroc,electrode_drop,17,0.08380058186472823,6,1
band,phase1,resnet,clean_only,band_15_40,standard,band_15_40,0,macro_auroc,electrode_drop,29,0.05783632616238573,6,1
band,phase1,resnet,clean_only,band_15_40,standard,band_15_40,0,macro_auroc,electrode_drop,43,0.05727083562711462,6,1
band,phase1,resnet,clean_only,band_15_40,standard,band_15_40,0,macro_auroc,independent_rms_absolute,17,0.8315723730793185,6,1
band,phase1,resnet,clean_only,band_15_40,standard,band_15_40,0,macro_auroc,independent_rms_absolute,29,0.8481562318106568,6,1
band,phase1,resnet,clean_only,band_15_40,standard,band_15_40,0,macro_auroc,independent_rms_absolute,43,0.8530111193312023,6,1
band,phase1,resnet,clean_only,band_15_40,standard,band_15_40,0,macro_auroc,independent_rms_drop,17,0.07531992623902724,6,1
band,phase1,resnet,clean_only,band_15_40,standard,band_15_40,0,macro_auroc,independent_rms_drop,29,0.059755029613792254,6,1
band,phase1,resnet,clean_only,band_15_40,standard,band_15_40,0,macro_auroc,independent_rms_drop,43,0.05568950649951312,6,1
band,phase1,resnet,clean_only,band_15_40,standard,band_15_40,0,macro_auroc,structure_effect,17,-0.008480655625700995,6,1
band,phase1,resnet,clean_only,band_15_40,standard,band_15_40,0,macro_auroc,structure_effect,29,0.0019187034514065264,6,1
band,phase1,resnet,clean_only,band_15_40,standard,band_15_40,0,macro_auroc,structure_effect,43,-0.0015813291276015051,6,1
band,phase1,resnet,clean_only,band_15_40,standard,band_15_40,0,macro_f1,electrode_absolute,17,0.5606128523294104,6,1
band,phase1,resnet,clean_only,band_15_40,standard,band_15_40,0,macro_f1,electrode_absolute,29,0.5972340701835027,6,1
band,phase1,resnet,clean_only,band_15_40,standard,band_15_40,0,macro_f1,electrode_absolute,43,0.6013548219333343,6,1
band,phase1,resnet,clean_only,band_15_40,standard,band_15_40,0,macro_f1,electrode_drop,17,0.15126866025633207,6,1
