kind,condition,frequency,power
bandpass,electrode,43.359375,2.1991937583797668e-11
bandpass,electrode,43.75,1.2497597989978245e-11
bandpass,electrode,44.140625,7.524580338625347e-12
bandpass,electrode,44.53125,4.748871038424431e-12
bandpass,electrode,44.921875,3.1170920874555903e-12
bandpass,electrode,45.3125,2.115569428922655e-12
bandpass,electrode,45.703125,1.4782118018782358e-12
bandpass,electrode,46.09375,1.0600017033906001e-12
bandpass,electrode,46.484375,7.784172435353189e-13
bandpass,electrode,46.875,5.847272828637867e-13
bandpass,electrode,47.265625,4.492249567952605e-13
bandpass,electrode,47.65625,3.533054081798054e-13
bandpass,electrode,48.046875,2.850577967287938e-13
bandpass,electrode,48.4375,2.3673494032743073e-13
bandpass,electrode,48.828125,2.0326329457617218e-13
bandpass,electrode,49.21875,1.8134996438456602e-13
bandpass,electrode,49.609375,1.6894554819148943e-13
bandpass,electrode,50.0,8.246477276864088e-14
bandpass,covariance,0.0,1.224286211430322e-05
bandpass,covariance,0.390625,6.673632390848264e-05
bandpass,covariance,0.78125,0.0001222616186559029
bandpass,covariance,1.171875,0.00012814838168779538
bandpass,covariance,1.5625,0.00013415999482888899
bandpass,covariance,1.953125,0.00013377562851099554
bandpass,covariance,2.34375,0.00013116783936090265
bandpass,covariance,2.734375,0.00012695557133823832
bandpass,covariance,3.125,0.00012916557825289382
bandpass,covariance,3.515625,0.00013234045646318674
bandpass,covariance,3.90625,0.00012935244997425158
bandpass,covariance,4.296875,0.00012890296092087035
bandpass,covariance,4.6875,0.00012832007863921395
bandpass,covariance,5.078125,0.0001283808483468325
bandpass,covariance,5.46875,0.00012993246261519745
bandpass,covariance,5.859375,0.00013506339813105998
bandpass,covariance,6.25,0.00013152378356410591
bandpass,covariance,6.640625,0.0001319853112599586
bandpass,covariance,7.03125,0.0001374566008610591
bandpass,covariance,7.421875,0.0001325745542499222
bandpass,covariance,7.8125,0.00013113605304744956
bandpass,covariance,8.203125,0.00013384227211775713
bandpass,covariance,8.59375,0.0001322068533171858
bandpass,covariance,8.984375,0.00013617150952471572
bandpass,covariance,9.375,0.00014004203999329876
bandpass,covariance,9.765625,0.0001354448848842577
bandpass,covariance,10.15625,0.000129848191549742
bandpass,covariance,10.546875,0.00013528989615327428
bandpass,covariance,10.9375,0.00013480666918934585
bandpass,covariance,11.328125,0.00012825866034632652
bandpass,covariance,11.71875,0.00012696034498308576
bandpass,covariance,12.109375,0.00012931401416836218
bandpass,covariance,12.5,0.00013151127869950502
