model,seed,kind,snr,condition,active,metric,clean,noisy,clean_drop,normalized_robustness
resnet,17,bandpass,10,covariance,V2,f1_HYP,0.5960502692998204,0.5519379844961241,0.04411228480369633,0.9259923414573054
resnet,17,bandpass,10,covariance,V3,macro_auroc,0.9068922993183458,0.8977851727479388,0.00910712657040702,0.9899578741839111
resnet,17,bandpass,10,covariance,V3,macro_ap,0.7807184945903615,0.764907486725576,0.01581100786478551,0.9797481320407797
resnet,17,bandpass,10,covariance,V3,macro_f1,0.7118815125857424,0.6869646112428203,0.024916901342922126,0.9649985272782512
resnet,17,bandpass,10,covariance,V3,auroc_NORM,0.9340980287369056,0.9289276450422972,0.005170383694608427,0.99446483823267
resnet,17,bandpass,10,covariance,V3,auroc_MI,0.88623473541384,0.8760781320669381,0.010156603346901938,0.9885396013696668
resnet,17,bandpass,10,covariance,V3,auroc_STTC,0.9193764165289954,0.9085870529982636,0.010789363530731788,0.9882644765106613
resnet,17,bandpass,10,covariance,V3,auroc_CD,0.9032148887853731,0.8922062419937115,0.011008646791661691,0.9878117080117516
resnet,17,bandpass,10,covariance,V3,auroc_HYP,0.8915374271266145,0.8831267916384837,0.008410635488130813,0.9905661442434016
resnet,17,bandpass,10,covariance,V3,ap_NORM,0.9086485024952592,0.8998199719183777,0.008828530576881488,0.9902838880451269
resnet,17,bandpass,10,covariance,V3,ap_MI,0.7463392051587087,0.725530817888496,0.020808387270212614,0.9721193967470062
resnet,17,bandpass,10,covariance,V3,ap_STTC,0.8025813723497355,0.7828973848191205,0.019683987530614955,0.9754741535129813
resnet,17,bandpass,10,covariance,V3,ap_CD,0.8134023735586858,0.797323645728912,0.01607872782977382,0.9802327502925661
resnet,17,bandpass,10,covariance,V3,ap_HYP,0.632621019389418,0.6189656132729737,0.013655406116444224,0.9784145551619479
resnet,17,bandpass,10,covariance,V3,f1_NORM,0.8484848484848485,0.828421052631579,0.02006379585326956,0.9763533834574959
resnet,17,bandpass,10,covariance,V3,f1_MI,0.6786885245901639,0.6492146596858639,0.02947386490430004,0.956572324656506
