kind,condition,lead_i,lead_j,covariance
ma,covariance,V3,aVL,-0.00023028696795736125
ma,covariance,V3,aVF,0.00011641032929060588
ma,covariance,V3,V1,0.0010745505316552223
ma,covariance,V3,V2,0.0008068971029015966
ma,covariance,V3,V3,0.00477555954006371
ma,covariance,V3,V4,0.0009427740512790691
ma,covariance,V3,V5,0.0011586761062467208
ma,covariance,V3,V6,0.0007972720388289125
ma,covariance,V4,I,-0.00021698298556267542
ma,covariance,V4,II,-3.9522439233914856e-05
ma,covariance,V4,III,0.0001774605463287607
ma,covariance,V4,aVR,0.00012825271239829493
ma,covariance,V4,aVL,-0.00019722176594571836
ma,covariance,V4,aVF,6.896905354742334e-05
ma,covariance,V4,V1,0.0010390998247079514
ma,covariance,V4,V2,0.0011846058057625656
ma,covariance,V4,V3,0.0009427740512790691
ma,covariance,V4,V4,0.004912725570951223
ma,covariance,V4,V5,0.0013675161414231057
ma,covariance,V4,V6,0.0010487286742655764
ma,covariance,V5,I,-4.4025398722510764e-05
ma,covariance,V5,II,0.00018564724825524724
ma,covariance,V5,III,0.00022967264697775828
ma,covariance,V5,aVR,-7.081092476636828e-05
ma,covariance,V5,aVL,-0.00013684902285013468
ma,covariance,V5,aVF,0.0002076599476165027
ma,covariance,V5,V1,0.0008294055938048009
ma,covariance,V5,V2,0.001342702994713684
ma,covariance,V5,V3,0.0011586761062467208
ma,covariance,V5,V4,0.0013675161414231057
ma,covariance,V5,V5,0.004678093024518954
ma,covariance,V5,V6,0.0008176779373144076
ma,covariance,V6,I,-0.00011780204388867947
ma,covariance,V6,II,-0.00015564885701572825
ma,covariance,V6,III,-3.784681312704896e-05
ma,covariance,V6,aVR,0.0001367254504522041
ma,covariance,V6,aVL,-3.997761538081514e-05
ma,covariance,V6,aVF,-9.674783507138856e-05
ma,covariance,V6,V1,0.0013061799330943708
ma,covariance,V6,V2,0.00108241560721308
ma,covariance,V6,V3,0.0007972720388289125
ma,covariance,V6,V4,0.0010487286742655764
ma,covariance,V6,V5,0.0008176779373144076
ma,covariance,V6,V6,0.0048025483265111924
em,independent,I,I,0.006043421769383895
em,independent,I,II,0.0002143710981235128
em,independent,I,III,0.00015846899747768784
em,independent,I,aVR,-0.000250409685064779
em,independent,I,aVL,-0.00019901168447269922
em,independent,I,aVF,-0.00016282643778149953
em,independent,I,V1,-0.00014819913681142743
em,independent,I,V2,-0.00027481001217074847
em,independent,I,V3,0.00023629741221907463
em,independent,I,V4,9.295002462325799e-05
em,independent,I,V5,-0.00012699831971554917
em,independent,I,V6,-0.00015945167958759517
em,independent,II,I,0.0002143710981235128
em,independent,II,II,0.0054927901344962934
em,independent,II,III,0.00011911596429555156
em,independent,II,aVR,-9.521622342646477e-05
em,independent,II,aVL,4.0620572717594006e-05
em,independent,II,aVF,-4.858708833722127e-06
em,independent,II,V1,1.6059250746577903e-05
em,independent,II,V2,7.85925296456943e-05
em,independent,II,V3,0.00019402422069546039
em,independent,II,V4,8.499595089667562e-06
em,independent,II,V5,-0.00014953147464329716
em,independent,II,V6,-6.376656231792619e-05
em,independent,III,I,0.00015846899747768784
em,independent,III,II,0.00011911596429555156
em,independent,III,III,0.005459809835420059
em,independent,III,aVR,-6.319401250652467e-05
em,independent,III,aVL,-2.6211029218343643e-05
em,independent,III,aVF,6.528478100810978e-06
em,independent,III,V1,-9.926328890185388e-05
em,independent,III,V2,-9.27271116023684e-05
em,independent,III,V3,0.0003061256519820178
em,independent,III,V4,-2.696979506381554e-05
em,independent,III,V5,1.9961931881948405e-05
em,independent,III,V6,-0.00032528488151818474
em,independent,aVR,I,-0.000250409685064779
em,independent,aVR,II,-9.521622342646477e-05
em,independent,aVR,III,-6.319401250652467e-05
em,independent,aVR,aVR,0.0053788092954901974
em,independent,aVR,aVL,-7.262676857980766e-05
em,independent,aVR,aVF,-0.00024562299454615054
em,independent,aVR,V1,-3.25743469755513e-05
em,independent,aVR,V2,-0.00022005157872057986
em,independent,aVR,V3,0.000329891848481072
em,independent,aVR,V4,-0.0001750786463030322
em,independent,aVR,V5,2.5858712022160404e-05
em,independent,aVR,V6,-0.0001540269483307327
em,independent,aVL,I,-0.00019901168447269922
em,independent,aVL,II,4.0620572717594006e-05
em,independent,aVL,III,-2.6211029218343643e-05
em,independent,aVL,aVR,-7.262676857980766e-05
em,independent,aVL,aVL,0.004998157426818316
em,independent,aVL,aVF,-0.00029386592476332904
em,independent,aVL,V1,-0.00019491356149373376
em,independent,aVL,V2,-8.82152714547966e-06
em,independent,aVL,V3,-0.00030767901972874413
em,independent,aVL,V4,-7.32227451791017e-05
em,independent,aVL,V5,0.0001067449767420077
em,independent,aVL,V6,2.2210873408796515e-05
em,independent,aVF,I,-0.00016282643778149953
em,independent,aVF,II,-4.858708833722127e-06
em,independent,aVF,III,6.528478100810978e-06
em,independent,aVF,aVR,-0.00024562299454615054
em,independent,aVF,aVL,-0.00029386592476332904
em,independent,aVF,aVF,0.004784714390951011
em,independent,aVF,V1,0.00021766979275316068
em,independent,aVF,V2,-0.00013052497281556183
em,independent,aVF,V3,0.00013394126719879615
em,independent,aVF,V4,-3.791226878619207e-05
em,independent,aVF,V5,2.356181608750224e-05
em,independent,aVF,V6,-0.0002160023750472555
em,independent,V1,I,-0.00014819913681142743
em,independent,V1,II,1.6059250746577903e-05
em,independent,V1,III,-9.926328890185388e-05
em,independent,V1,aVR,-3.25743469755513e-05
em,independent,V1,aVL,-0.00019491356149373376
em,independent,V1,aVF,0.00021766979275316068
em,independent,V1,V1,0.005045503749286407
em,independent,V1,V2,0.0002704700853953052
em,independent,V1,V3,0.00012365312365151724
em,independent,V1,V4,0.00015664971403033833
em,independent,V1,V5,0.0002184105566186706
em,independent,V1,V6,7.461528707602395e-05
em,independent,V2,I,-0.00027481001217074847
em,independent,V2,II,7.85925296456943e-05
em,independent,V2,III,-9.27271116023684e-05
em,independent,V2,aVR,-0.00022005157872057986
em,independent,V2,aVL,-8.82152714547966e-06
em,independent,V2,aVF,-0.00013052497281556183
em,independent,V2,V1,0.0002704700853953052
em,independent,V2,V2,0.004645690052666373
em,independent,V2,V3,-0.0002418080751211507
em,independent,V2,V4,-3.826736827974545e-05
em,independent,V2,V5,0.0003467724495558601
em,independent,V2,V6,-5.684157115096812e-05
em,independent,V3,I,0.00023629741221907463
em,independent,V3,II,0.00019402422069546039
em,independent,V3,III,0.0003061256519820178
em,independent,V3,aVR,0.000329891848481072
em,independent,V3,aVL,-0.00030767901972874413
em,independent,V3,aVF,0.00013394126719879615
em,independent,V3,V1,0.00012365312365151724
em,independent,V3,V2,-0.0002418080751211507
em,independent,V3,V3,0.005576343606821304
em,independent,V3,V4,-8.660347145496907e-05
em,independent,V3,V5,-0.00040197756490935126
em,independent,V3,V6,6.807682643880415e-05
em,independent,V4,I,9.295002462325799e-05
em,independent,V4,II,8.499595089667562e-06
em,independent,V4,III,-2.696979506381554e-05
em,independent,V4,aVR,-0.0001750786463030322
em,independent,V4,aVL,-7.32227451791017e-05
em,independent,V4,aVF,-3.791226878619207e-05
em,independent,V4,V1,0.00015664971403033833
em,independent,V4,V2,-3.826736827974545e-05
em,independent,V4,V3,-8.660347145496907e-05
em,independent,V4,V4,0.004353321064373161
em,independent,V4,V5,0.00011327281826184849
em,independent,V4,V6,-0.00012790863074103043
em,independent,V5,I,-0.00012699831971554917
em,independent,V5,II,-0.00014953147464329716
em,independent,V5,III,1.9961931881948405e-05
em,independent,V5,aVR,2.5858712022160404e-05
em,independent,V5,aVL,0.0001067449767420077
em,independent,V5,aVF,2.356181608750224e-05
em,independent,V5,V1,0.0002184105566186706
em,independent,V5,V2,0.0003467724495558601
em,independent,V5,V3,-0.00040197756490935126
em,independent,V5,V4,0.00011327281826184849
em,independent,V5,V5,0.0059142662294382085
em,independent,V5,V6,-0.00025832265693764215
em,independent,V6,I,-0.00015945167958759517
em,independent,V6,II,-6.376656231792619e-05
em,independent,V6,III,-0.00032528488151818474
em,independent,V6,aVR,-0.0001540269483307327
em,independent,V6,aVL,2.2210873408796515e-05
em,independent,V6,aVF,-0.0002160023750472555
em,independent,V6,V1,7.461528707602395e-05
em,independent,V6,V2,-5.684157115096812e-05
em,independent,V6,V3,6.807682643880415e-05
em,independent,V6,V4,-0.00012790863074103043
em,independent,V6,V5,-0.00025832265693764215
em,independent,V6,V6,0.005524614829962393
em,independent_rms,I,I,0.005782795344104376
em,independent_rms,I,II,0.00014955316352676913
em,independent_rms,I,III,0.00019962711484471465
em,independent_rms,I,aVR,-0.00011062339787734304
em,independent_rms,I,aVL,5.860733158848641e-05
em,independent_rms,I,aVF,-0.0004025644990044879
em,independent_rms,I,V1,-2.5567188544480383e-05
em,independent_rms,I,V2,-0.00011680484925840632
em,independent_rms,I,V3,7.38910719672302e-05
em,independent_rms,I,V4,0.0003140223987623654
em,independent_rms,I,V5,-5.9666863333632456e-05
em,independent_rms,I,V6,-5.40697963256057e-05
em,independent_rms,II,I,0.00014955316352676913
em,independent_rms,II,II,0.0066280503369586675
em,independent_rms,II,III,9.54016554887073e-05
em,independent_rms,II,aVR,-0.0001817276916382548
em,independent_rms,II,aVL,-3.419524713169661e-05
em,independent_rms,II,aVF,8.223534929007405e-05
em,independent_rms,II,V1,5.57423943835312e-05
em,independent_rms,II,V2,-0.00010790325957712684
em,independent_rms,II,V3,8.722093467818464e-05
em,independent_rms,II,V4,5.076574209450422e-05
em,independent_rms,II,V5,-4.117105372961905e-05
em,independent_rms,II,V6,-0.0004059424198464306
em,independent_rms,III,I,0.00019962711484471465
em,independent_rms,III,II,9.54016554887073e-05
em,independent_rms,III,III,0.006012288839130477
em,independent_rms,III,aVR,-2.597584272785594e-05
em,independent_rms,III,aVL,-0.00014124803667771933
em,independent_rms,III,aVF,-5.698225551333845e-05
em,independent_rms,III,V1,-0.00018046692850612605
em,independent_rms,III,V2,-0.0003361780689076507
em,independent_rms,III,V3,0.00015376784543458103
em,independent_rms,III,V4,-2.078830800270777e-05
em,independent_rms,III,V5,-9.479746538771752e-05
em,independent_rms,III,V6,-0.00037579947771155565
em,independent_rms,aVR,I,-0.00011062339787734304
em,independent_rms,aVR,II,-0.0001817276916382548
em,independent_rms,aVR,III,-2.597584272785594e-05
em,independent_rms,aVR,aVR,0.004702350630748898
em,independent_rms,aVR,aVL,-1.1002902068513352e-05
em,independent_rms,aVR,aVF,-0.00014961662238275616
em,independent_rms,aVR,V1,1.2217700381783447e-05
em,independent_rms,aVR,V2,-0.00015053672712301536
em,independent_rms,aVR,V3,0.00024674813109200523
em,independent_rms,aVR,V4,-0.00011975318760806376
em,independent_rms,aVR,V5,-2.7204215769925167e-05
em,independent_rms,aVR,V6,-1.6573689253220727e-05
em,independent_rms,aVL,I,5.860733158848641e-05
em,independent_rms,aVL,II,-3.419524713169661e-05
em,independent_rms,aVL,III,-0.00014124803667771933
em,independent_rms,aVL,aVR,-1.1002902068513352e-05
em,independent_rms,aVL,aVL,0.004240529507377758
em,independent_rms,aVL,aVF,-0.00014106738519329253
em,independent_rms,aVL,V1,-0.00017949518141948244
em,independent_rms,aVL,V2,1.8191609809601255e-05
em,independent_rms,aVL,V3,-0.00019313555861436317
em,independent_rms,aVL,V4,-0.00023344448475745997
em,independent_rms,aVL,V5,7.297004867402751e-05
em,independent_rms,aVL,V6,0.00010978008653344208
em,independent_rms,aVF,I,-0.0004025644990044879
em,independent_rms,aVF,II,8.223534929007405e-05
em,independent_rms,aVF,III,-5.698225551333845e-05
em,independent_rms,aVF,aVR,-0.00014961662238275616
em,independent_rms,aVF,aVL,-0.00014106738519329253
em,independent_rms,aVF,aVF,0.004874470752018478
em,independent_rms,aVF,V1,0.00015982196633164324
em,independent_rms,aVF,V2,-0.00031466461311280535
em,independent_rms,aVF,V3,7.866840606401798e-05
em,independent_rms,aVF,V4,-0.00020217069072868624
em,independent_rms,aVF,V5,0.00017631429527817453
em,independent_rms,aVF,V6,-0.0001467786041463435
em,independent_rms,V1,I,-2.5567188544480383e-05
em,independent_rms,V1,II,5.57423943835312e-05
em,independent_rms,V1,III,-0.00018046692850612605
em,independent_rms,V1,aVR,1.2217700381783447e-05
em,independent_rms,V1,aVL,-0.00017949518141948244
em,independent_rms,V1,aVF,0.00015982196633164324
em,independent_rms,V1,V1,0.004863777028915316
em,independent_rms,V1,V2,0.0003263929583062034
em,independent_rms,V1,V3,8.688936855868988e-05
em,independent_rms,V1,V4,-1.790150055433018e-05
em,independent_rms,V1,V5,7.243140759096482e-05
em,independent_rms,V1,V6,-1.3714422214957777e-05
em,independent_rms,V2,I,-0.00011680484925840632
em,independent_rms,V2,II,-0.00010790325957712684
em,independent_rms,V2,III,-0.0003361780689076507
em,independent_rms,V2,aVR,-0.00015053672712301536
em,independent_rms,V2,aVL,1.8191609809601255e-05
em,independent_rms,V2,aVF,-0.00031466461311280535
em,independent_rms,V2,V1,0.0003263929583062034
em,independent_rms,V2,V2,0.004946017609820566
em,independent_rms,V2,V3,-0.0003785990953844068
em,independent_rms,V2,V4,0.0001396087968930845
em,independent_rms,V2,V5,0.00017849092615818463
em,independent_rms,V2,V6,-1.1798435606969025e-05
em,independent_rms,V3,I,7.38910719672302e-05
em,independent_rms,V3,II,8.722093467818464e-05
em,independent_rms,V3,III,0.00015376784543458103
em,independent_rms,V3,aVR,0.00024674813109200523
em,independent_rms,V3,aVL,-0.00019313555861436317
em,independent_rms,V3,aVF,7.866840606401798e-05
em,independent_rms,V3,V1,8.688936855868988e-05
em,independent_rms,V3,V2,-0.0003785990953844068
em,independent_rms,V3,V3,0.005266080088751395
em,independent_rms,V3,V4,0.0002831257350880361
em,independent_rms,V3,V5,-0.0005861955390344129
em,independent_rms,V3,V6,0.00022952393361267854
em,independent_rms,V4,I,0.0003140223987623654
em,independent_rms,V4,II,5.076574209450422e-05
em,independent_rms,V4,III,-2.078830800270777e-05
em,independent_rms,V4,aVR,-0.00011975318760806376
em,independent_rms,V4,aVL,-0.00023344448475745997
em,independent_rms,V4,aVF,-0.00020217069072868624
em,independent_rms,V4,V1,-1.790150055433018e-05
em,independent_rms,V4,V2,0.0001396087968930845
em,independent_rms,V4,V3,0.0002831257350880361
em,independent_rms,V4,V4,0.005131364392884188
em,independent_rms,V4,V5,-3.5769649614551275e-05
em,independent_rms,V4,V6,2.7087206804366303e-06
em,independent_rms,V5,I,-5.9666863333632456e-05
em,independent_rms,V5,II,-4.117105372961905e-05
em,independent_rms,V5,III,-9.479746538771752e-05
em,independent_rms,V5,aVR,-2.7204215769925167e-05
em,independent_rms,V5,aVL,7.297004867402751e-05
em,independent_rms,V5,aVF,0.00017631429527817453
em,independent_rms,V5,V1,7.243140759096482e-05
em,independent_rms,V5,V2,0.00017849092615818463
em,independent_rms,V5,V3,-0.0005861955390344129
em,independent_rms,V5,V4,-3.5769649614551275e-05
em,independent_rms,V5,V5,0.005151303990172663
em,independent_rms,V5,V6,-0.0004064426159203767
em,independent_rms,V6,I,-5.40697963256057e-05
em,independent_rms,V6,II,-0.0004059424198464306
em,independent_rms,V6,III,-0.00037579947771155565
em,independent_rms,V6,aVR,-1.6573689253220727e-05
em,independent_rms,V6,aVL,0.00010978008653344208
em,independent_rms,V6,aVF,-0.0001467786041463435
em,independent_rms,V6,V1,-1.3714422214957777e-05
em,independent_rms,V6,V2,-1.1798435606969025e-05
em,independent_rms,V6,V3,0.00022952393361267854
em,independent_rms,V6,V4,2.7087206804366303e-06
em,independent_rms,V6,V5,-0.0004064426159203767
em,independent_rms,V6,V6,0.005618413864224834
em,electrode,I,I,0.005782795344104374
em,electrode,I,II,0.0031992784209662808
em,electrode,I,III,-0.0025835169231380913
em,electrode,I,aVR,-0.004491036882535328
em,electrode,I,aVL,0.004183156133621233
em,electrode,I,aVF,0.0003078807489140952
em,electrode,I,V1,7.629473547181198e-05
em,electrode,I,V2,-7.976864105649954e-05
em,electrode,I,V3,0.0003486558081690889
em,electrode,I,V4,-1.1193961770500976e-06
em,electrode,I,V5,0.00023002670433649994
em,electrode,I,V6,0.0004403513042956981
em,electrode,II,I,0.0031992784209662808
em,electrode,II,II,0.0066280503369586675
em,electrode,II,III,0.0034287719159923854
em,electrode,II,aVR,-0.004913664378962478
em,electrode,II,aVL,-0.00011474674751305202
em,electrode,II,aVF,0.005028411126475524
em,electrode,II,V1,2.65054802828241e-05
em,electrode,II,V2,-0.0002798111504779919
em,electrode,II,V3,-9.478381399154643e-05
em,electrode,II,V4,0.00010386587299457002
em,electrode,II,V5,-6.831137950470365e-05
em,electrode,II,V6,0.0002915133636147622
em,electrode,III,I,-0.0025835169231380913
em,electrode,III,II,0.0034287719159923854
em,electrode,III,III,0.006012288839130479
em,electrode,III,aVR,-0.00042262749642714686
em,electrode,III,aVL,-0.004297902881134285
em,electrode,III,aVF,0.004720530377561432
em,electrode,III,V1,-4.9789255188987706e-05
em,electrode,III,V2,-0.00020004250942149267
em,electrode,III,V3,-0.00044343962216063525
em,electrode,III,V4,0.00010498526917162001
em,electrode,III,V5,-0.0002983380838412038
em,electrode,III,V6,-0.00014883794068093595
em,electrode,aVR,I,-0.004491036882535328
em,electrode,aVR,II,-0.004913664378962478
em,electrode,aVR,III,-0.00042262749642714686
em,electrode,aVR,aVR,0.004702350630748899
em,electrode,aVR,aVL,-0.0020342046930540893
em,electrode,aVR,aVF,-0.002668145937694811
em,electrode,aVR,V1,-5.1400107877318057e-05
em,electrode,aVR,V2,0.00017978989576724567
em,electrode,aVR,V3,-0.00012693599708877123
em,electrode,aVR,V4,-5.137323840875986e-05
em,electrode,aVR,V5,-8.085766241589804e-05
em,electrode,aVR,V6,-0.00036593233395523035
em,electrode,aVL,I,0.004183156133621233
em,electrode,aVL,II,-0.00011474674751305202
em,electrode,aVL,III,-0.004297902881134285
em,electrode,aVL,aVR,-0.0020342046930540893
em,electrode,aVL,aVL,0.0042405295073777586
em,electrode,aVL,aVF,-0.002206324814323668
em,electrode,aVL,V1,6.304199533039994e-05
em,electrode,aVL,V2,6.013693418249649e-05
em,electrode,aVL,V3,0.0003960477151648619
em,electrode,aVL,V4,-5.305233267433507e-05
em,electrode,aVL,V5,0.0002641823940888518
em,electrode,aVL,V6,0.0002945946224883171
em,electrode,aVF,I,0.0003078807489140952
em,electrode,aVF,II,0.005028411126475524
em,electrode,aVF,III,0.004720530377561432
em,electrode,aVF,aVR,-0.002668145937694811
em,electrode,aVF,aVL,-0.002206324814323668
em,electrode,aVF,aVF,0.004874470752018479
em,electrode,aVF,V1,-1.1641887453081846e-05
em,electrode,aVF,V2,-0.00023992682994974183
em,electrode,aVF,V3,-0.0002691117180760909
em,electrode,aVF,V4,0.00010442557108309506
em,electrode,aVF,V5,-0.00018332473167295362
em,electrode,aVF,V6,7.133771146691312e-05
em,electrode,V1,I,7.629473547181198e-05
em,electrode,V1,II,2.65054802828241e-05
em,electrode,V1,III,-4.9789255188987706e-05
em,electrode,V1,aVR,-5.1400107877318057e-05
em,electrode,V1,aVL,6.304199533039994e-05
em,electrode,V1,aVF,-1.1641887453081846e-05
em,electrode,V1,V1,0.004863777028915316
em,electrode,V1,V2,0.0008494803529082631
em,electrode,V1,V3,0.00122341074718406
em,electrode,V1,V4,0.0009706069876822362
em,electrode,V1,V5,0.0010531835694319296
em,electrode,V1,V6,0.000997511585329208
em,electrode,V2,I,-7.976864105649954e-05
em,electrode,V2,II,-0.0002798111504779919
em,electrode,V2,III,-0.00020004250942149267
em,electrode,V2,aVR,0.00017978989576724567
em,electrode,V2,aVL,6.013693418249649e-05
em,electrode,V2,aVF,-0.00023992682994974183
em,electrode,V2,V1,0.0008494803529082631
em,electrode,V2,V2,0.004946017609820565
em,electrode,V2,V3,0.001258149269265971
em,electrode,V2,V4,0.0010770006080658171
em,electrode,V2,V5,0.001363247125886001
em,electrode,V2,V6,0.0010368775936256739
em,electrode,V3,I,0.0003486558081690889
em,electrode,V3,II,-9.478381399154643e-05
em,electrode,V3,III,-0.00044343962216063525
em,electrode,V3,aVR,-0.00012693599708877123
em,electrode,V3,aVL,0.0003960477151648619
em,electrode,V3,aVF,-0.0002691117180760909
em,electrode,V3,V1,0.00122341074718406
em,electrode,V3,V2,0.001258149269265971
em,electrode,V3,V3,0.005266080088751396
em,electrode,V3,V4,0.0011198027795262789
em,electrode,V3,V5,0.0011632495290673397
em,electrode,V3,V6,0.0010880841907581467
em,electrode,V4,I,-1.1193961770500976e-06
em,electrode,V4,II,0.00010386587299457002
em,electrode,V4,III,0.00010498526917162001
em,electrode,V4,aVR,-5.137323840875986e-05
em,electrode,V4,aVL,-5.305233267433507e-05
em,electrode,V4,aVF,0.00010442557108309506
em,electrode,V4,V1,0.0009706069876822362
em,electrode,V4,V2,0.0010770006080658171
em,electrode,V4,V3,0.0011198027795262789
em,electrode,V4,V4,0.00513136439288419
em,electrode,V4,V5,0.0008255901431247699
em,electrode,V4,V6,0.0008552476083179406
em,electrode,V5,I,0.00023002670433649994
em,electrode,V5,II,-6.831137950470365e-05
em,electrode,V5,III,-0.0002983380838412038
em,electrode,V5,aVR,-8.085766241589804e-05
em,electrode,V5,aVL,0.0002641823940888518
em,electrode,V5,aVF,-0.00018332473167295362
em,electrode,V5,V1,0.0010531835694319296
em,electrode,V5,V2,0.001363247125886001
em,electrode,V5,V3,0.0011632495290673397
em,electrode,V5,V4,0.0008255901431247699
em,electrode,V5,V5,0.005151303990172663
em,electrode,V5,V6,0.0008053381404084951
em,electrode,V6,I,0.0004403513042956981
em,electrode,V6,II,0.0002915133636147622
em,electrode,V6,III,-0.00014883794068093595
em,electrode,V6,aVR,-0.00036593233395523035
em,electrode,V6,aVL,0.0002945946224883171
em,electrode,V6,aVF,7.133771146691312e-05
em,electrode,V6,V1,0.000997511585329208
em,electrode,V6,V2,0.0010368775936256739
em,electrode,V6,V3,0.0010880841907581467
em,electrode,V6,V4,0.0008552476083179406
em,electrode,V6,V5,0.0008053381404084951
em,electrode,V6,V6,0.005618413864224834
em,covariance,I,I,0.0057827953441043755
em,covariance,I,II,0.0031992784209662803
em,covariance,I,III,-0.002583516923138092
em,covariance,I,aVR,-0.004491036882535328
em,covariance,I,aVL,0.004183156133621234
em,covariance,I,aVF,0.0003078807489140947
em,covariance,I,V1,7.629473547181156e-05
em,covariance,I,V2,-7.976864105649912e-05
em,covariance,I,V3,0.0003486558081690889
em,covariance,I,V4,-1.1193961770495769e-06
em,covariance,I,V5,0.00023002670433650032
em,covariance,I,V6,0.00044035130429569873
em,covariance,II,I,0.0031992784209662803
em,covariance,II,II,0.0066280503369586675
em,covariance,II,III,0.0034287719159923867
em,covariance,II,aVR,-0.004913664378962474
em,covariance,II,aVL,-0.00011474674751305218
em,covariance,II,aVF,0.005028411126475523
em,covariance,II,V1,2.6505480282823882e-05
em,covariance,II,V2,-0.00027981115047799165
em,covariance,II,V3,-9.478381399154633e-05
em,covariance,II,V4,0.0001038658729945705
em,covariance,II,V5,-6.831137950470376e-05
em,covariance,II,V6,0.0002915133636147622
em,covariance,III,I,-0.002583516923138092
em,covariance,III,II,0.0034287719159923867
em,covariance,III,III,0.006012288839130476
em,covariance,III,aVR,-0.0004226274964271469
em,covariance,III,aVL,-0.0042979028811342855
em,covariance,III,aVF,0.0047205303775614315
em,covariance,III,V1,-4.978925518898759e-05
em,covariance,III,V2,-0.0002000425094214925
em,covariance,III,V3,-0.0004434396221606353
em,covariance,III,V4,0.00010498526917161945
em,covariance,III,V5,-0.0002983380838412036
em,covariance,III,V6,-0.00014883794068093633
em,covariance,aVR,I,-0.004491036882535328
em,covariance,aVR,II,-0.004913664378962474
em,covariance,aVR,III,-0.0004226274964271469
em,covariance,aVR,aVR,0.0047023506307488985
em,covariance,aVR,aVL,-0.002034204693054089
em,covariance,aVR,aVF,-0.002668145937694811
em,covariance,aVR,V1,-5.140010787731755e-05
em,covariance,aVR,V2,0.00017978989576724548
em,covariance,aVR,V3,-0.00012693599708877128
em,covariance,aVR,V4,-5.1373238408760355e-05
em,covariance,aVR,V5,-8.085766241589852e-05
em,covariance,aVR,V6,-0.0003659323339552302
em,covariance,aVL,I,0.004183156133621234
em,covariance,aVL,II,-0.00011474674751305218
em,covariance,aVL,III,-0.0042979028811342855
em,covariance,aVL,aVR,-0.002034204693054089
em,covariance,aVL,aVL,0.0042405295073777586
em,covariance,aVL,aVF,-0.002206324814323669
em,covariance,aVL,V1,6.304199533039968e-05
em,covariance,aVL,V2,6.01369341824963e-05
em,covariance,aVL,V3,0.0003960477151648622
em,covariance,aVL,V4,-5.305233267433451e-05
em,covariance,aVL,V5,0.0002641823940888515
em,covariance,aVL,V6,0.00029459462248831726
em,covariance,aVF,I,0.0003078807489140947
em,covariance,aVF,II,0.005028411126475523
em,covariance,aVF,III,0.0047205303775614315
em,covariance,aVF,aVR,-0.002668145937694811
em,covariance,aVF,aVL,-0.002206324814323669
em,covariance,aVF,aVF,0.004874470752018479
em,covariance,aVF,V1,-1.164188745308212e-05
em,covariance,aVF,V2,-0.00023992682994974172
em,covariance,aVF,V3,-0.0002691117180760906
em,covariance,aVF,V4,0.00010442557108309496
em,covariance,aVF,V5,-0.0001833247316729535
em,covariance,aVF,V6,7.133771146691283e-05
em,covariance,V1,I,7.629473547181156e-05
em,covariance,V1,II,2.6505480282823882e-05
em,covariance,V1,III,-4.978925518898759e-05
em,covariance,V1,aVR,-5.140010787731755e-05
em,covariance,V1,aVL,6.304199533039968e-05
em,covariance,V1,aVF,-1.164188745308212e-05
em,covariance,V1,V1,0.004863777028915317
em,covariance,V1,V2,0.0008494803529082635
em,covariance,V1,V3,0.0012234107471840588
em,covariance,V1,V4,0.0009706069876822359
em,covariance,V1,V5,0.0010531835694319296
em,covariance,V1,V6,0.0009975115853292087
em,covariance,V2,I,-7.976864105649912e-05
em,covariance,V2,II,-0.00027981115047799165
em,covariance,V2,III,-0.0002000425094214925
em,covariance,V2,aVR,0.00017978989576724548
em,covariance,V2,aVL,6.01369341824963e-05
em,covariance,V2,aVF,-0.00023992682994974172
em,covariance,V2,V1,0.0008494803529082635
em,covariance,V2,V2,0.004946017609820565
em,covariance,V2,V3,0.001258149269265971
em,covariance,V2,V4,0.0010770006080658171
em,covariance,V2,V5,0.0013632471258860014
em,covariance,V2,V6,0.0010368775936256743
em,covariance,V3,I,0.0003486558081690889
em,covariance,V3,II,-9.478381399154633e-05
em,covariance,V3,III,-0.0004434396221606353
em,covariance,V3,aVR,-0.00012693599708877128
em,covariance,V3,aVL,0.0003960477151648622
em,covariance,V3,aVF,-0.0002691117180760906
em,covariance,V3,V1,0.0012234107471840588
em,covariance,V3,V2,0.001258149269265971
em,covariance,V3,V3,0.005266080088751395
em,covariance,V3,V4,0.0011198027795262784
em,covariance,V3,V5,0.0011632495290673395
em,covariance,V3,V6,0.001088084190758147
em,covariance,V4,I,-1.1193961770495769e-06
em,covariance,V4,II,0.0001038658729945705
em,covariance,V4,III,0.00010498526917161945
em,covariance,V4,aVR,-5.1373238408760355e-05
em,covariance,V4,aVL,-5.305233267433451e-05
em,covariance,V4,aVF,0.00010442557108309496
em,covariance,V4,V1,0.0009706069876822359
em,covariance,V4,V2,0.0010770006080658171
em,covariance,V4,V3,0.0011198027795262784
em,covariance,V4,V4,0.00513136439288419
em,covariance,V4,V5,0.0008255901431247702
em,covariance,V4,V6,0.000855247608317941
em,covariance,V5,I,0.00023002670433650032
em,covariance,V5,II,-6.831137950470376e-05
em,covariance,V5,III,-0.0002983380838412036
em,covariance,V5,aVR,-8.085766241589852e-05
em,covariance,V5,aVL,0.0002641823940888515
em,covariance,V5,aVF,-0.0001833247316729535
em,covariance,V5,V1,0.0010531835694319296
em,covariance,V5,V2,0.0013632471258860014
em,covariance,V5,V3,0.0011632495290673395
em,covariance,V5,V4,0.0008255901431247702
em,covariance,V5,V5,0.005151303990172661
