model,kind,snr,condition,active,metric,outcome,noise_seed,uncertainty,n_seeds,mean,std,ci95_low,ci95_high
resnet,bandpass,0,independent,all,f1_MI,clean_drop,8128,training_seed_student_t_95,3,0.18918401438180524,0.02567401189871167,0.12540623321307925,0.2529617955505312
resnet,bandpass,0,independent,all,f1_MI,normalized_robustness,8128,training_seed_student_t_95,3,0.7239294701394504,0.03517501540186473,0.6365498878693624,0.8113090524095384
resnet,bandpass,0,independent,all,f1_NORM,absolute,8128,training_seed_student_t_95,3,0.5284238750045837,0.12216227278984979,0.22495596621794728,0.8318917837912201
resnet,bandpass,0,independent,all,f1_NORM,clean_drop,8128,training_seed_student_t_95,3,0.3184088713977467,0.12318931219592301,0.012389655291061785,0.6244280875044317
resnet,bandpass,0,independent,all,f1_NORM,normalized_robustness,8128,training_seed_student_t_95,3,0.6241177135176925,0.14514209585107762,0.26356475965601756,0.9846706673793675
resnet,bandpass,0,independent,all,f1_STTC,absolute,8128,training_seed_student_t_95,3,0.5804287313378883,0.006287155345130374,0.5648105716456109,0.5960468910301657
resnet,bandpass,0,independent,all,f1_STTC,clean_drop,8128,training_seed_student_t_95,3,0.16612638170791658,0.010525032927568357,0.13998075049545405,0.1922720129203791
resnet,bandpass,0,independent,all,f1_STTC,normalized_robustness,8128,training_seed_student_t_95,3,0.7776058815972502,0.009315654957177328,0.7544645118087588,0.8007472513857415
resnet,bandpass,0,independent,all,macro_ap,absolute,8128,training_seed_student_t_95,3,0.6700134797567673,0.02066295468778173,0.6186838547812965,0.7213431047322381
resnet,bandpass,0,independent,all,macro_ap,clean_drop,8128,training_seed_student_t_95,3,0.11605546146156583,0.016398598563320085,0.07531908435107244,0.1567918385720592
resnet,bandpass,0,independent,all,macro_ap,normalized_robustness,8128,training_seed_student_t_95,3,0.8522841114494929,0.021706729541938894,0.7983616059962657,0.9062066169027201
resnet,bandpass,0,independent,all,macro_auroc,absolute,8128,training_seed_student_t_95,3,0.8368714365464474,0.015198694593145878,0.7991157861387057,0.874627086954189
resnet,bandpass,0,independent,all,macro_auroc,clean_drop,8128,training_seed_student_t_95,3,0.07096325187558843,0.014311180922302293,0.03541230764725599,0.10651419610392086
resnet,bandpass,0,independent,all,macro_auroc,normalized_robustness,8128,training_seed_student_t_95,3,0.9218220927619755,0.015845882039202477,0.8824587396129332,0.9611854459110177
resnet,bandpass,0,independent,all,macro_f1,absolute,8128,training_seed_student_t_95,3,0.5487236211852968,0.023539395512286634,0.4902485210821438,0.6071987212884499
resnet,bandpass,0,independent,all,macro_f1,clean_drop,8128,training_seed_student_t_95,3,0.16901220934047298,0.023436551087812726,0.11079258895059564,0.22723182973035033
resnet,bandpass,0,independent,all,macro_f1,normalized_robustness,8128,training_seed_student_t_95,3,0.7645263302620959,0.03244306938878362,0.6839332781094846,0.8451193824147073
resnet,bandpass,0,independent,all,mean_confidence,absolute,8128,training_seed_student_t_95,3,0.7835316061973572,0.024861148961372453,0.7217730885057346,0.8452901238889797
resnet,bandpass,0,independent,all,mean_entropy,absolute,8128,training_seed_student_t_95,3,0.45838706431437926,0.0379435430249977,0.3641300781697293,0.5526440504590292
resnet,bandpass,0,independent,all,mean_loss,absolute,8128,training_seed_student_t_95,3,0.47408407598440644,0.04155230326907477,0.3708624324248904,0.5773057195439224
resnet,bandpass,0,independent,all,micro_ap,absolute,8128,training_seed_student_t_95,3,0.577590197507493,0.07246025266845257,0.3975889512530631,0.7575914437619229
resnet,bandpass,0,independent,all,micro_auroc,absolute,8128,training_seed_student_t_95,3,0.7891063396818643,0.03693028811588973,0.6973664182685144,0.8808462610952141
resnet,bandpass,0,independent,all,micro_f1,absolute,8128,training_seed_student_t_95,3,0.5454719550573718,0.027208325759794157,0.47788272696471673,0.6130611831500268
resnet,bandpass,0,independent,all,probability_shift,absolute,8128,training_seed_student_t_95,3,0.19063392778237656,0.010102982715093526,0.165536727418962,0.21573112814579112
resnet,bandpass,0,independent_rms,all,ap_CD,absolute,8128,training_seed_student_t_95,3,0.7214203146468714,0.011219830742222348,0.6935487099810066,0.7492919193127362
resnet,bandpass,0,independent_rms,all,ap_CD,clean_drop,8128,training_seed_student_t_95,3,0.08516856798854329,0.015844783918116757,0.04580794272350207,0.12452919325358451
resnet,bandpass,0,independent_rms,all,ap_CD,normalized_robustness,8128,training_seed_student_t_95,3,0.894487608897678,0.01899988665261188,0.847289273945528,0.941685943849828
resnet,bandpass,0,independent_rms,all,ap_HYP,absolute,8128,training_seed_student_t_95,3,0.5537944169789771,0.023603951384095306,0.4951589512001512,0.6124298827578031
resnet,bandpass,0,independent_rms,all,ap_HYP,clean_drop,8128,training_seed_student_t_95,3,0.08780752400234741,0.01966923942427268,0.0389464245876708,0.13666862341702402
resnet,bandpass,0,independent_rms,all,ap_HYP,normalized_robustness,8128,training_seed_student_t_95,3,0.8632637551760086,0.03009080566356234,0.7885140500511293,0.938013460300888
resnet,bandpass,0,independent_rms,all,ap_MI,absolute,8128,training_seed_student_t_95,3,0.5782778177308329,0.0486546124448755,0.4574130601074185,0.6991425753542472
resnet,bandpass,0,independent_rms,all,ap_MI,clean_drop,8128,training_seed_student_t_95,3,0.18483223113419558,0.03186533430045428,0.10567435250188673,0.26399010976650444
resnet,bandpass,0,independent_rms,all,ap_MI,normalized_robustness,8128,training_seed_student_t_95,3,0.7571032209391383,0.04728069785132538,0.6396514563702436,0.874554985508033
resnet,bandpass,0,independent_rms,all,ap_NORM,absolute,8128,training_seed_student_t_95,3,0.8324692715222873,0.008018680379096869,0.8125497651943472,0.8523887778502275
resnet,bandpass,0,independent_rms,all,ap_NORM,clean_drop,8128,training_seed_student_t_95,3,0.07459095017535922,0.0022757652039611517,0.0689376360091802,0.08024426434153824
resnet,bandpass,0,independent_rms,all,ap_NORM,normalized_robustness,8128,training_seed_student_t_95,3,0.9177544445852438,0.002995396305494703,0.910313467661219,0.9251954215092686
resnet,bandpass,0,independent_rms,all,ap_STTC,absolute,8128,training_seed_student_t_95,3,0.6541809228232548,0.039108364978614266,0.5570303585361871,0.7513314871103225
resnet,bandpass,0,independent_rms,all,ap_STTC,clean_drop,8128,training_seed_student_t_95,3,0.15780268908899675,0.02938451073292335,0.0848075178369141,0.2307978603410794
resnet,bandpass,0,independent_rms,all,ap_STTC,normalized_robustness,8128,training_seed_student_t_95,3,0.8053507488623918,0.03853033226588643,0.7096360974356188,0.9010654002891647
resnet,bandpass,0,independent_rms,all,auroc_CD,absolute,8128,training_seed_student_t_95,3,0.8456244015501468,0.011535520980710551,0.8169685788576317,0.8742802242426619
resnet,bandpass,0,independent_rms,all,auroc_CD,clean_drop,8128,training_seed_student_t_95,3,0.05262456652821438,0.015580445196887222,0.01392059504924717,0.09132853800718159
resnet,bandpass,0,independent_rms,all,auroc_CD,normalized_robustness,8128,training_seed_student_t_95,3,0.9414663467478451,0.01705335191056495,0.8991034721555862,0.9838292213401041
resnet,bandpass,0,independent_rms,all,auroc_HYP,absolute,8128,training_seed_student_t_95,3,0.850284112259907,0.010601962646169766,0.8239473770323147,0.8766208474874992
resnet,bandpass,0,independent_rms,all,auroc_HYP,clean_drop,8128,training_seed_student_t_95,3,0.04256517001105853,0.010421068495469473,0.016677800765050342,0.06845253925706671
resnet,bandpass,0,independent_rms,all,auroc_HYP,normalized_robustness,8128,training_seed_student_t_95,3,0.9523298407390782,0.011675326946752385,0.9233267207739952,0.9813329607041612
resnet,bandpass,0,independent_rms,all,auroc_MI,absolute,8128,training_seed_student_t_95,3,0.772092944369064,0.0368021854730966,0.6806712475616474,0.8635146411764805
resnet,bandpass,0,independent_rms,all,auroc_MI,clean_drop,8128,training_seed_student_t_95,3,0.11832164932911197,0.03166625415088081,0.03965831320401335,0.19698498545421061
resnet,bandpass,0,independent_rms,all,auroc_MI,normalized_robustness,8128,training_seed_student_t_95,3,0.8669802753902692,0.03630634190642296,0.7767903222859402,0.9571702284945982
resnet,bandpass,0,independent_rms,all,auroc_NORM,absolute,8128,training_seed_student_t_95,3,0.8741586540202269,0.009062971488996908,0.8516449847641706,0.8966723232762831
resnet,bandpass,0,independent_rms,all,auroc_NORM,clean_drop,8128,training_seed_student_t_95,3,0.05941480525612216,0.007470083303117046,0.0408580896131626,0.07797152089908171
resnet,bandpass,0,independent_rms,all,auroc_NORM,normalized_robustness,8128,training_seed_student_t_95,3,0.9363486145620158,0.00811643677780521,0.9161862678774824,0.9565109612465492
resnet,bandpass,0,independent_rms,all,auroc_STTC,absolute,8128,training_seed_student_t_95,3,0.8378859632358086,0.026417109080392954,0.7722622263345955,0.9035097001370216
resnet,bandpass,0,independent_rms,all,auroc_STTC,clean_drop,8128,training_seed_student_t_95,3,0.08620117555051891,0.022337556288249467,0.030711609587220336,0.1416907415138175
resnet,bandpass,0,independent_rms,all,auroc_STTC,normalized_robustness,8128,training_seed_student_t_95,3,0.906645127433796,0.02462555642991933,0.8454718540341557,0.9678184008334363
resnet,bandpass,0,independent_rms,all,brier,absolute,8128,training_seed_student_t_95,3,0.15683098634084058,0.017593219063578986,0.1131270073944608,0.20053496528722037
resnet,bandpass,0,independent_rms,all,clean_agreement,absolute,8128,training_seed_student_t_95,3,0.7737720111214087,0.04206548190005328,0.6692755611718304,0.878268461070987
resnet,bandpass,0,independent_rms,all,ece,absolute,8128,training_seed_student_t_95,3,0.13672997760357708,0.007328967450734213,0.11852381317124316,0.154936142035911
resnet,bandpass,0,independent_rms,all,f1_CD,absolute,8128,training_seed_student_t_95,3,0.6203098012384116,0.018440054650978296,0.574502166073747,0.6661174364030762
resnet,bandpass,0,independent_rms,all,f1_CD,clean_drop,8128,training_seed_student_t_95,3,0.08859330233642822,0.01501427456420133,0.05129577667738414,0.1258908279954723
resnet,bandpass,0,independent_rms,all,f1_CD,normalized_robustness,8128,training_seed_student_t_95,3,0.874957667437374,0.02180105423322242,0.8208008464613832,0.9291144884133649
resnet,bandpass,0,independent_rms,all,f1_HYP,absolute,8128,training_seed_student_t_95,3,0.5227400667236575,0.027216105416453678,0.4551315128925103,0.5903486205548046
resnet,bandpass,0,independent_rms,all,f1_HYP,clean_drop,8128,training_seed_student_t_95,3,0.07881914042646183,0.003350717257374016,0.07049549732610955,0.08714278352681412
resnet,bandpass,0,independent_rms,all,f1_HYP,normalized_robustness,8128,training_seed_student_t_95,3,0.8689359695197156,0.0016986157552671749,0.8647163740643354,0.8731555649750958
resnet,bandpass,0,independent_rms,all,f1_MI,absolute,8128,training_seed_student_t_95,3,0.4961706864144293,0.024832723329894613,0.4344827819059403,0.5578585909229182
resnet,bandpass,0,independent_rms,all,f1_MI,clean_drop,8128,training_seed_student_t_95,3,0.18865829604132567,0.027034066442401954,0.12150195209062312,0.25581463999202825
resnet,bandpass,0,independent_rms,all,f1_MI,normalized_robustness,8128,training_seed_student_t_95,3,0.7246508918478596,0.037921616377937103,0.6304483745140644,0.8188534091816547
resnet,bandpass,0,independent_rms,all,f1_NORM,absolute,8128,training_seed_student_t_95,3,0.5203463503091158,0.12543078218101575,0.20875901408277459,0.831933686535457
resnet,bandpass,0,independent_rms,all,f1_NORM,clean_drop,8128,training_seed_student_t_95,3,0.3264863960932145,0.12651239596417158,0.012212182278620198,0.6407606099078088
resnet,bandpass,0,independent_rms,all,f1_NORM,normalized_robustness,8128,training_seed_student_t_95,3,0.6145887107686957,0.14902494433793778,0.24439022655191828,0.9847871949854732
resnet,bandpass,0,independent_rms,all,f1_STTC,absolute,8128,training_seed_student_t_95,3,0.577863897331595,0.006550748821969293,0.5615909351429388,0.5941368595202513
resnet,bandpass,0,independent_rms,all,f1_STTC,clean_drop,8128,training_seed_student_t_95,3,0.16869121571420986,0.016001323244086138,0.12894172520616093,0.2084407062222588
resnet,bandpass,0,independent_rms,all,f1_STTC,normalized_robustness,8128,training_seed_student_t_95,3,0.7742529504011096,0.01683659310022447,0.732428534543965,0.8160773662582543
resnet,bandpass,0,independent_rms,all,macro_ap,absolute,8128,training_seed_student_t_95,3,0.6680285487404447,0.021049123993294405,0.6157396260300414,0.720317471450848
resnet,bandpass,0,independent_rms,all,macro_ap,clean_drop,8128,training_seed_student_t_95,3,0.11804039247788849,0.01685958840241241,0.07615885312338633,0.15992193183239065
resnet,bandpass,0,independent_rms,all,macro_ap,normalized_robustness,8128,training_seed_student_t_95,3,0.8497584719884917,0.022292356795177683,0.7943811877904834,0.9051357561865001
resnet,bandpass,0,independent_rms,all,macro_auroc,absolute,8128,training_seed_student_t_95,3,0.8360092150870306,0.015276286191010353,0.7980608164649212,0.87395761370914
resnet,bandpass,0,independent_rms,all,macro_auroc,clean_drop,8128,training_seed_student_t_95,3,0.07182547333500526,0.014384237685549297,0.036093046045994774,0.10755790062401574
resnet,bandpass,0,independent_rms,all,macro_auroc,normalized_robustness,8128,training_seed_student_t_95,3,0.9208722277721334,0.015927325945664164,0.8813065567436599,0.9604378988006069
resnet,bandpass,0,independent_rms,all,macro_f1,absolute,8128,training_seed_student_t_95,3,0.5474861604034419,0.023442599999989138,0.48925151368271225,0.6057208071241715
resnet,bandpass,0,independent_rms,all,macro_f1,clean_drop,8128,training_seed_student_t_95,3,0.17024967012232806,0.02269187395347746,0.1138799302849082,0.22661940995974791
resnet,bandpass,0,independent_rms,all,macro_f1,normalized_robustness,8128,training_seed_student_t_95,3,0.7627828288426596,0.03164776111831898,0.6841654319571518,0.8414002257281673
resnet,bandpass,0,independent_rms,all,mean_confidence,absolute,8128,training_seed_student_t_95,3,0.7827826142311096,0.024670974483822602,0.7214965161309752,0.844068712331244
resnet,bandpass,0,independent_rms,all,mean_entropy,absolute,8128,training_seed_student_t_95,3,0.45964520779262213,0.037581364390314814,0.36628792325276704,0.5530024923324772
resnet,bandpass,0,independent_rms,all,mean_loss,absolute,8128,training_seed_student_t_95,3,0.4759943848345254,0.04080372739194596,0.3746323068414686,0.5773564628275821
resnet,bandpass,0,independent_rms,all,micro_ap,absolute,8128,training_seed_student_t_95,3,0.5744009601097447,0.0711924919664672,0.3975490060245528,0.7512529141949367
resnet,bandpass,0,independent_rms,all,micro_auroc,absolute,8128,training_seed_student_t_95,3,0.7866220151623389,0.03657136596532769,0.6957737057987716,0.8774703245259061
resnet,bandpass,0,independent_rms,all,micro_f1,absolute,8128,training_seed_student_t_95,3,0.543829632370079,0.027641825885509716,0.4751635302670988,0.6124957344730592
resnet,bandpass,0,independent_rms,all,probability_shift,absolute,8128,training_seed_student_t_95,3,0.19202584524949384,0.010589762989316532,0.16571941564956072,0.21833227484942697
resnet,bandpass,0,marginal_shift,all,ap_CD,absolute,8128,training_seed_student_t_95,3,0.7164607727413511,0.01896265195828822,0.6693549338975548,0.7635666115851474
resnet,bandpass,0,marginal_shift,all,ap_CD,clean_drop,8128,training_seed_student_t_95,3,0.09012810989406339,0.023780686393034815,0.031053610014549746,0.14920260977357702
resnet,bandpass,0,marginal_shift,all,ap_CD,normalized_robustness,8128,training_seed_student_t_95,3,0.8883798979375946,0.028806883512312993,0.816819632247546,0.9599401636276433
resnet,bandpass,0,marginal_shift,all,ap_HYP,absolute,8128,training_seed_student_t_95,3,0.5537285180070144,0.007002858023869887,0.5363324543001013,0.5711245817139274
resnet,bandpass,0,marginal_shift,all,ap_HYP,clean_drop,8128,training_seed_student_t_95,3,0.08787342297431011,0.020555604023728677,0.036810471831791675,0.13893637411682855
resnet,bandpass,0,marginal_shift,all,ap_HYP,normalized_robustness,8128,training_seed_student_t_95,3,0.8635911414689295,0.02772860098085068,0.7947094780791747,0.9324728048586842
resnet,bandpass,0,marginal_shift,all,ap_MI,absolute,8128,training_seed_student_t_95,3,0.582156515047212,0.05681806067437861,0.4410126278192188,0.7233004022752052
resnet,bandpass,0,marginal_shift,all,ap_MI,clean_drop,8128,training_seed_student_t_95,3,0.18095353381781645,0.04018908800271741,0.08111830471065058,0.28078876292498234
resnet,bandpass,0,marginal_shift,all,ap_MI,normalized_robustness,8128,training_seed_student_t_95,3,0.76203739966571,0.058131024806201276,0.6176319287237211,0.906442870607699
