distribution_index,model,kind,snr,active,noise_seed,training_seed,n_fixed_training_seeds,outcome,lhs,rhs,metric,point,ci95_low,ci95_high,n_bootstrap,n_valid,n_invalid,ci_method,conditioning
5146,tcn,ma,10,all,8128,29,1,absolute,electrode,,auroc_CD,0.915090883506075,0.8974359802161963,0.9310268219248466,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5147,tcn,ma,10,all,8128,29,1,absolute,electrode,,auroc_HYP,0.8962601056462782,0.8731863277450557,0.9170745155141753,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5148,tcn,ma,10,all,8128,43,1,absolute,electrode,,macro_auroc,0.9144392962863298,0.9064307621303118,0.921804192374682,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5149,tcn,ma,10,all,8128,43,1,absolute,electrode,,auroc_NORM,0.9397680713599847,0.9294685575172699,0.9487818986332223,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5150,tcn,ma,10,all,8128,43,1,absolute,electrode,,auroc_MI,0.8996981004070557,0.8843016543771864,0.9135804589307485,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5151,tcn,ma,10,all,8128,43,1,absolute,electrode,,auroc_STTC,0.9274631629179824,0.9149289037978172,0.9391840284112077,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5152,tcn,ma,10,all,8128,43,1,absolute,electrode,,auroc_CD,0.9077287372384613,0.8896332576742058,0.924498053664966,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5153,tcn,ma,10,all,8128,43,1,absolute,electrode,,auroc_HYP,0.897538409508165,0.8755402975764638,0.9178229180709516,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5154,tcn,ma,10,all,8128,mean_fixed_seeds,3,absolute,electrode,,macro_auroc,0.9160924887889829,0.9082684626159542,0.923371578622453,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5155,tcn,ma,10,all,8128,mean_fixed_seeds,3,absolute,electrode,,auroc_NORM,0.9404244349147177,0.9305058469253129,0.9493296147215609,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5156,tcn,ma,10,all,8128,mean_fixed_seeds,3,absolute,electrode,,auroc_MI,0.9044904266546059,0.8906509754095703,0.9178209720839383,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5157,tcn,ma,10,all,8128,mean_fixed_seeds,3,absolute,electrode,,auroc_STTC,0.9305323823560334,0.9188622515747249,0.942113658819849,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5158,tcn,ma,10,all,8128,mean_fixed_seeds,3,absolute,electrode,,auroc_CD,0.9102098779809271,0.8925888970206364,0.9264475181671757,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5159,tcn,ma,10,all,8128,mean_fixed_seeds,3,absolute,electrode,,auroc_HYP,0.8948053220386295,0.8724831028063901,0.9149857281378657,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5160,tcn,ma,10,all,8128,17,1,clean_drop,clean,electrode,macro_auroc,0.0021720244527493326,0.0007252148179296869,0.003522471881656,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5161,tcn,ma,10,all,8128,17,1,clean_drop,clean,electrode,auroc_NORM,0.003802621688673402,0.0017323282770526083,0.006015149052627985,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5162,tcn,ma,10,all,8128,17,1,clean_drop,clean,electrode,auroc_MI,0.0048631840796019565,0.0017379313679719954,0.00805765064548251,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5163,tcn,ma,10,all,8128,17,1,clean_drop,clean,electrode,auroc_STTC,0.0018924182502283449,-0.00022969328369994158,0.004046098345114915,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5164,tcn,ma,10,all,8128,17,1,clean_drop,clean,electrode,auroc_CD,0.0007326967120842021,-0.002002077714575648,0.003183365695046325,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5165,tcn,ma,10,all,8128,17,1,clean_drop,clean,electrode,auroc_HYP,-0.0004307984668405762,-0.0034703317103639774,0.002408539598459758,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5166,tcn,ma,10,all,8128,29,1,clean_drop,clean,electrode,macro_auroc,0.0028776575599102072,0.0014825218521553247,0.004319280962794211,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5167,tcn,ma,10,all,8128,29,1,clean_drop,clean,electrode,auroc_NORM,0.0017861720477760912,-0.00030706757859941253,0.003984820943604657,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5168,tcn,ma,10,all,8128,29,1,clean_drop,clean,electrode,auroc_MI,0.004508141112618658,0.001499845009513731,0.007485836181140496,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5169,tcn,ma,10,all,8128,29,1,clean_drop,clean,electrode,auroc_STTC,0.00047369081356396503,-0.0016991352293880906,0.002802398056108548,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5170,tcn,ma,10,all,8128,29,1,clean_drop,clean,electrode,auroc_CD,0.00261174837933309,0.000343371330743833,0.004936969621836969,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5171,tcn,ma,10,all,8128,29,1,clean_drop,clean,electrode,auroc_HYP,0.005008535446258899,0.0015302546096364,0.00877554665812972,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5172,tcn,ma,10,all,8128,43,1,clean_drop,clean,electrode,macro_auroc,0.0032548574173830724,0.0020249981915973353,0.004589127562135352,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5173,tcn,ma,10,all,8128,43,1,clean_drop,clean,electrode,auroc_NORM,0.0027867933627914176,0.0007731670502105437,0.004870109949969331,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5174,tcn,ma,10,all,8128,43,1,clean_drop,clean,electrode,auroc_MI,0.006011985526910846,0.003382904366080225,0.008916281159972807,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5175,tcn,ma,10,all,8128,43,1,clean_drop,clean,electrode,auroc_STTC,0.0007703338230482526,-0.0014583866934811008,0.003059417223610196,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5176,tcn,ma,10,all,8128,43,1,clean_drop,clean,electrode,auroc_CD,0.004301560498427892,0.0020263031981837738,0.006612562729601933,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5177,tcn,ma,10,all,8128,43,1,clean_drop,clean,electrode,auroc_HYP,0.002403613875736843,2.9887279427817687e-05,0.004811096244072191,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5178,tcn,ma,10,all,8128,mean_fixed_seeds,3,clean_drop,clean,electrode,macro_auroc,0.002768179810014204,0.0016479895109924008,0.0039120171835223495,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5179,tcn,ma,10,all,8128,mean_fixed_seeds,3,clean_drop,clean,electrode,auroc_NORM,0.002791862366413637,0.0009947609510478868,0.00465602874386619,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5180,tcn,ma,10,all,8128,mean_fixed_seeds,3,clean_drop,clean,electrode,auroc_MI,0.005127770239710487,0.00274534035027808,0.007724058126207229,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5181,tcn,ma,10,all,8128,mean_fixed_seeds,3,clean_drop,clean,electrode,auroc_STTC,0.0010454809622801875,-0.0007617873917349277,0.0029234972148087656,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5182,tcn,ma,10,all,8128,mean_fixed_seeds,3,clean_drop,clean,electrode,auroc_CD,0.0025486685299483947,0.0005900784499989042,0.00441886419263844,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5183,tcn,ma,10,all,8128,mean_fixed_seeds,3,clean_drop,clean,electrode,auroc_HYP,0.0023271169517183887,3.2774766037795495e-05,0.004783058194758078,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5184,tcn,ma,10,all,8128,17,1,absolute,covariance,,macro_auroc,0.9144701936675006,0.9061037166742857,0.9222367687868672,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5185,tcn,ma,10,all,8128,17,1,absolute,covariance,,auroc_NORM,0.9384915514192486,0.9280282716947179,0.9478335935101402,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5186,tcn,ma,10,all,8128,17,1,absolute,covariance,,auroc_MI,0.9037822252374491,0.8891085659866635,0.9180594002824494,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5187,tcn,ma,10,all,8128,17,1,absolute,covariance,,auroc_STTC,0.9334581657143997,0.9218472411086321,0.9446760114427437,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5188,tcn,ma,10,all,8128,17,1,absolute,covariance,,auroc_CD,0.9073684542525523,0.8886767954913296,0.9249357652043697,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5189,tcn,ma,10,all,8128,17,1,absolute,covariance,,auroc_HYP,0.8892505717138532,0.8664154929962999,0.9105892084837108,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5190,tcn,ma,10,all,8128,29,1,absolute,covariance,,macro_auroc,0.9199445986948793,0.9121562036136369,0.9273937120273943,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5191,tcn,ma,10,all,8128,29,1,absolute,covariance,,auroc_NORM,0.9422498555333968,0.9326634954726584,0.9510751383773673,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5192,tcn,ma,10,all,8128,29,1,absolute,covariance,,auroc_MI,0.9131264133876075,0.8990305749923889,0.9269736448587014,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5193,tcn,ma,10,all,8128,29,1,absolute,covariance,,auroc_STTC,0.931592715010488,0.919646218231492,0.9436310031936663,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5194,tcn,ma,10,all,8128,29,1,absolute,covariance,,auroc_CD,0.9152558615736966,0.89821131702457,0.9310830287509343,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5195,tcn,ma,10,all,8128,29,1,absolute,covariance,,auroc_HYP,0.897498147969208,0.8750197443912232,0.9184376036135031,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5196,tcn,ma,10,all,8128,43,1,absolute,covariance,,macro_auroc,0.9159432860650003,0.9078093514852984,0.9232204981989683,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5197,tcn,ma,10,all,8128,43,1,absolute,covariance,,auroc_NORM,0.9413656764730163,0.9313238347032937,0.9502295962868165,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5198,tcn,ma,10,all,8128,43,1,absolute,covariance,,auroc_MI,0.9015615106286748,0.8860449712878657,0.9154540215434376,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5199,tcn,ma,10,all,8128,43,1,absolute,covariance,,auroc_STTC,0.9298726545562842,0.9176496138754745,0.9414507290020461,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5200,tcn,ma,10,all,8128,43,1,absolute,covariance,,auroc_CD,0.9078985676021893,0.8897823344709893,0.924985562848574,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5201,tcn,ma,10,all,8128,43,1,absolute,covariance,,auroc_HYP,0.8990180210648372,0.8771854536331305,0.91908464977104,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5202,tcn,ma,10,all,8128,mean_fixed_seeds,3,absolute,covariance,,macro_auroc,0.9167860261424602,0.908963927411742,0.9240173980840299,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5203,tcn,ma,10,all,8128,mean_fixed_seeds,3,absolute,covariance,,auroc_NORM,0.9407023611418873,0.9311404874901422,0.949562555390358,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5204,tcn,ma,10,all,8128,mean_fixed_seeds,3,absolute,covariance,,auroc_MI,0.9061567164179105,0.8918886931417584,0.9199092845959992,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5205,tcn,ma,10,all,8128,mean_fixed_seeds,3,absolute,covariance,,auroc_STTC,0.9316411784270574,0.9200043044238541,0.9430302225155157,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5206,tcn,ma,10,all,8128,mean_fixed_seeds,3,absolute,covariance,,auroc_CD,0.9101742944761462,0.8925022492935013,0.9267043347376054,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5207,tcn,ma,10,all,8128,mean_fixed_seeds,3,absolute,covariance,,auroc_HYP,0.8952555802492995,0.8732786233561012,0.9152412313957984,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5208,tcn,ma,10,all,8128,17,1,clean_drop,clean,covariance,macro_auroc,0.0024403865235702593,0.0011275236469042217,0.0038041095332278924,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5209,tcn,ma,10,all,8128,17,1,clean_drop,clean,covariance,auroc_NORM,0.0046177174711176106,0.0024235365899549915,0.006682963149615009,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5210,tcn,ma,10,all,8128,17,1,clean_drop,clean,covariance,auroc_MI,0.004138398914518282,0.0012867371572570202,0.007139658603796722,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5211,tcn,ma,10,all,8128,17,1,clean_drop,clean,covariance,auroc_STTC,0.0013354797936865337,-0.0007881191141533322,0.003439044064031607,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5212,tcn,ma,10,all,8128,17,1,clean_drop,clean,covariance,auroc_CD,0.00117425565777729,-0.0012387905033761693,0.0034982919810543187,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5213,tcn,ma,10,all,8128,17,1,clean_drop,clean,covariance,auroc_HYP,0.0009360807807516913,-0.002301175586869225,0.003863632756727771,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5214,tcn,ma,10,all,8128,29,1,clean_drop,clean,covariance,macro_auroc,0.0020326732073278064,0.0007987275717292519,0.0032823160364624624,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5215,tcn,ma,10,all,8128,29,1,clean_drop,clean,covariance,auroc_NORM,0.0017349026968547232,-0.0002020272153562069,0.0036605668112739656,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5216,tcn,ma,10,all,8128,29,1,clean_drop,clean,covariance,auroc_MI,0.0020974672094074,-0.0007995320731171346,0.004904442119643434,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5217,tcn,ma,10,all,8128,29,1,clean_drop,clean,covariance,auroc_STTC,0.00011373269533587749,-0.0020536364947150777,0.002226568414938623,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5218,tcn,ma,10,all,8128,29,1,clean_drop,clean,covariance,auroc_CD,0.002446770311711477,0.00027548161831742466,0.0045314837132040845,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5219,tcn,ma,10,all,8128,29,1,clean_drop,clean,covariance,auroc_HYP,0.0037704931233291106,0.001233898723791954,0.0065800096533413874,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5220,tcn,ma,10,all,8128,43,1,clean_drop,clean,covariance,macro_auroc,0.0017508676387125721,0.0005632843107398561,0.0028962803067940413,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5221,tcn,ma,10,all,8128,43,1,clean_drop,clean,covariance,auroc_NORM,0.0011891882497598871,-0.0008669804425913364,0.003293353218641743,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5222,tcn,ma,10,all,8128,43,1,clean_drop,clean,covariance,auroc_MI,0.0041485753052916685,0.0012070779220779704,0.006913938506262137,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5223,tcn,ma,10,all,8128,43,1,clean_drop,clean,covariance,auroc_STTC,-0.001639157815253589,-0.0038610730520195037,0.0005579890143999008,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5224,tcn,ma,10,all,8128,43,1,clean_drop,clean,covariance,auroc_CD,0.004131730134699807,0.0023420616918815667,0.005973982730139637,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5225,tcn,ma,10,all,8128,43,1,clean_drop,clean,covariance,auroc_HYP,0.0009240023190646429,-0.0013831409305941316,0.0033573229925052844,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5226,tcn,ma,10,all,8128,mean_fixed_seeds,3,clean_drop,clean,covariance,macro_auroc,0.0020746424565368793,0.0010655276663486895,0.0031211676043833426,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5227,tcn,ma,10,all,8128,mean_fixed_seeds,3,clean_drop,clean,covariance,auroc_NORM,0.0025139361392440738,0.0007844864875695903,0.004171843112270357,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5228,tcn,ma,10,all,8128,mean_fixed_seeds,3,clean_drop,clean,covariance,auroc_MI,0.0034614804764057836,0.0010821725267313518,0.005900013430576987,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5229,tcn,ma,10,all,8128,mean_fixed_seeds,3,clean_drop,clean,covariance,auroc_STTC,-6.331510874372596e-05,-0.0018689139867788243,0.0016180712690215295,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5230,tcn,ma,10,all,8128,mean_fixed_seeds,3,clean_drop,clean,covariance,auroc_CD,0.002584252034729525,0.0009107533149948036,0.004227271124078378,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5231,tcn,ma,10,all,8128,mean_fixed_seeds,3,clean_drop,clean,covariance,auroc_HYP,0.0018768587410484816,-0.0001694835492174566,0.0039184080751864395,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5232,tcn,ma,10,all,8128,17,1,paired_contrast,electrode,independent_rms,macro_auroc,-0.0002511269142446704,-0.0015340414911755528,0.0010406131550313937,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5233,tcn,ma,10,all,8128,17,1,paired_contrast,electrode,independent_rms,auroc_NORM,0.000771647179968471,-0.00103190673439493,0.0025034263989678006,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5234,tcn,ma,10,all,8128,17,1,paired_contrast,electrode,independent_rms,auroc_MI,-0.0017051108095884615,-0.004407600561902173,0.0009904618375465796,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5235,tcn,ma,10,all,8128,17,1,paired_contrast,electrode,independent_rms,auroc_STTC,0.0010822193587117779,-0.0011955548666358839,0.0034172638394976973,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5236,tcn,ma,10,all,8128,17,1,paired_contrast,electrode,independent_rms,auroc_CD,-0.0002025833624471618,-0.0024729785363153066,0.0022692841926551604,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5237,tcn,ma,10,all,8128,17,1,paired_contrast,electrode,independent_rms,auroc_HYP,-0.0012018069378684215,-0.004833790557474757,0.0021234726141848375,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5238,tcn,ma,10,all,8128,29,1,paired_contrast,electrode,independent_rms,macro_auroc,-0.0010385942088252387,-0.0025080440106018675,0.0002914998751501927,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5239,tcn,ma,10,all,8128,29,1,paired_contrast,electrode,independent_rms,auroc_NORM,-0.000828130363186852,-0.002689551046351671,0.0009989247383045338,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5240,tcn,ma,10,all,8128,29,1,paired_contrast,electrode,independent_rms,auroc_MI,-0.002027363184079589,-0.004823023214422226,0.0005933607917549765,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
