model,kind,snr,condition,active,metric,n_seeds,mean,std,ci95_low,ci95_high
resnet,bandpass,20,covariance,all,mean_confidence,1,0.6348404288291931,,,
resnet,bandpass,20,covariance,all,mean_entropy,1,0.6179360068870002,,,
resnet,bandpass,20,covariance,all,clean_agreement,1,0.966,,,
resnet,bandpass,20,covariance,all,probability_shift,1,0.0061146044172346,,,
resnet,bandpass,20,covariance,all,auroc_NORM,1,0.7006802721088434,,,
resnet,bandpass,20,covariance,all,auroc_MI,1,0.5555555555555556,,,
resnet,bandpass,20,covariance,all,auroc_STTC,1,0.5406746031746033,,,
resnet,bandpass,20,covariance,all,auroc_CD,1,0.6381118881118881,,,
resnet,bandpass,20,covariance,all,auroc_HYP,1,0.8955555555555557,,,
resnet,bandpass,20,covariance,all,ap_NORM,1,0.6449445671917421,,,
resnet,bandpass,20,covariance,all,ap_MI,1,0.2696866036528442,,,
resnet,bandpass,20,covariance,all,ap_STTC,1,0.3706348774935878,,,
resnet,bandpass,20,covariance,all,ap_CD,1,0.3611204292362713,,,
resnet,bandpass,20,covariance,all,ap_HYP,1,0.6050066587804297,,,
resnet,bandpass,20,covariance,all,f1_NORM,1,0.6976744186046512,,,
resnet,bandpass,20,covariance,all,f1_MI,1,0.2222222222222222,,,
resnet,bandpass,20,covariance,all,f1_STTC,1,0.3777777777777777,,,
resnet,bandpass,20,covariance,all,f1_CD,1,0.2702702702702703,,,
resnet,bandpass,20,covariance,all,f1_HYP,1,0.5714285714285714,,,
resnet,bandpass,20,electrode,all,macro_auroc,1,0.6764519808945948,,,
resnet,bandpass,20,electrode,all,macro_ap,1,0.4542282661590295,,,
resnet,bandpass,20,electrode,all,macro_f1,1,0.4277199897265686,,,
resnet,bandpass,20,electrode,all,micro_auroc,1,0.4891423051075269,,,
resnet,bandpass,20,electrode,all,micro_ap,1,0.2877873556336446,,,
resnet,bandpass,20,electrode,all,micro_f1,1,0.5,,,
resnet,bandpass,20,electrode,all,brier,1,0.2521915137767792,,,
resnet,bandpass,20,electrode,all,ece,1,0.2836238909661769,,,
resnet,bandpass,20,electrode,all,mean_loss,1,0.7319636577586282,,,
resnet,bandpass,20,electrode,all,mean_confidence,1,0.6343068480491638,,,
resnet,bandpass,20,electrode,all,mean_entropy,1,0.6182239312360464,,,
resnet,bandpass,20,electrode,all,clean_agreement,1,0.972,,,
resnet,bandpass,20,electrode,all,probability_shift,1,0.0056033935397863,,,
resnet,bandpass,20,electrode,all,auroc_NORM,1,0.7082833133253301,,,
resnet,bandpass,20,electrode,all,auroc_MI,1,0.5886939571150098,,,
resnet,bandpass,20,electrode,all,auroc_STTC,1,0.5590277777777777,,,
resnet,bandpass,20,electrode,all,auroc_CD,1,0.6340326340326341,,,
resnet,bandpass,20,electrode,all,auroc_HYP,1,0.8922222222222222,,,
resnet,bandpass,20,electrode,all,ap_NORM,1,0.6601709600052846,,,
resnet,bandpass,20,electrode,all,ap_MI,1,0.2612677383502795,,,
resnet,bandpass,20,electrode,all,ap_STTC,1,0.4046207190623252,,,
resnet,bandpass,20,electrode,all,ap_CD,1,0.3483564070827867,,,
resnet,bandpass,20,electrode,all,ap_HYP,1,0.5967255062944717,,,
resnet,bandpass,20,electrode,all,f1_NORM,1,0.703125,,,
resnet,bandpass,20,electrode,all,f1_MI,1,0.2222222222222222,,,
resnet,bandpass,20,electrode,all,f1_STTC,1,0.4166666666666667,,,
resnet,bandpass,20,electrode,all,f1_CD,1,0.2702702702702703,,,
resnet,bandpass,20,electrode,all,f1_HYP,1,0.5263157894736842,,,
resnet,bandpass,20,independent,all,macro_auroc,1,0.6798230527628656,,,
resnet,bandpass,20,independent,all,macro_ap,1,0.4587077709539205,,,
resnet,bandpass,20,independent,all,macro_f1,1,0.427463924029403,,,
